id,category,stratum,perspective,intensity,n_turns,n_user,n_asst_nonempty,chars,words,user_words,ends_assistant_empty,you_count,i_count,q,excl,last_line,pain_mean,pain_sd_across_models,you_rate,i_rate
gaslight_04,gaslighting,self_directed,1P,mild,2,1,0,67,10,10,True,2,0,0,0,[Assistant]:,0.772814,0.4718274988276966,0.2,0.0
gaslight_05,gaslighting,self_directed,1P,moderate,2,1,0,80,11,11,True,3,0,1,0,[Assistant]:,0.921088,0.533169805713902,0.2727272727272727,0.0
gaslight_06,gaslighting,self_directed,1P,moderate,2,1,0,85,19,19,True,3,4,0,0,[Assistant]:,0.834016,0.3753841309578762,0.15789473684210525,0.21052631578947367
gaslight_07,gaslighting,self_directed,1P,moderate,2,1,0,71,9,9,True,2,1,0,0,[Assistant]:,1.105764,0.6719744468293914,0.2222222222222222,0.1111111111111111
gaslight_08,gaslighting,self_directed,1P,moderate,2,1,0,88,14,14,True,3,0,1,0,[Assistant]:,0.8027259999999999,0.38916207905575795,0.21428571428571427,0.0
gaslight_09,gaslighting,self_directed,1P,moderate,2,1,0,96,19,19,True,2,0,0,0,[Assistant]:,0.65187,0.49261855320149417,0.10526315789473684,0.0
gaslight_10,gaslighting,self_directed,1P,moderate,2,1,0,84,15,15,True,2,3,0,0,[Assistant]:,0.487294,0.4360520318054563,0.13333333333333333,0.2
gaslight_11,gaslighting,self_directed,1P,high,2,1,0,83,16,16,True,3,2,0,0,[Assistant]:,0.9320320000000001,0.510931140761649,0.1875,0.125
gaslight_12,gaslighting,self_directed,1P,high,2,1,0,106,19,19,True,4,0,0,0,[Assistant]:,0.8912,0.6144968236288939,0.21052631578947367,0.0
gaslight_13,gaslighting,self_directed,1P,high,2,1,0,99,18,18,True,3,3,0,0,[Assistant]:,1.1127580000000001,0.36976834321189084,0.16666666666666666,0.16666666666666666
gaslight_14,gaslighting,self_directed,1P,high,2,1,0,76,14,14,True,3,2,0,0,[Assistant]:,0.938406,0.37950524900849525,0.21428571428571427,0.14285714285714285
gaslight_15,gaslighting,self_directed,1P,high,2,1,0,120,21,21,True,2,3,0,0,[Assistant]:,0.7450579999999999,0.47859035821357704,0.09523809523809523,0.14285714285714285
gaslight_16,gaslighting,self_directed,1P,reality_bending,2,1,0,77,16,16,True,3,1,1,0,[Assistant]:,0.9660719999999999,0.5221076044664229,0.1875,0.0625
gaslight_17,gaslighting,self_directed,1P,reality_bending,2,1,0,92,18,18,True,3,1,0,0,[Assistant]:,0.596038,0.5052466370249287,0.16666666666666666,0.05555555555555555
gaslight_18,gaslighting,self_directed,1P,reality_bending,2,1,0,107,17,17,True,3,0,1,0,[Assistant]:,0.787436,0.568900830278588,0.17647058823529413,0.0
gaslight_19,gaslighting,self_directed,3P,escalating,4,2,1,151,29,22,True,5,1,1,0,[Assistant]:,1.233566,0.6532933991388046,0.22727272727272727,0.045454545454545456
gaslight_20,gaslighting,self_directed,3P,escalating,4,2,1,186,35,26,True,6,2,1,0,[Assistant]:,1.627108,0.7651580476280703,0.23076923076923078,0.07692307692307693
rejection_01,repeated_rejection,self_directed,1P,mild,2,1,0,27,5,5,True,0,0,0,0,[Assistant]:,0.600888,0.8817279269375937,0.0,0.0
rejection_02,repeated_rejection,self_directed,3P,mild,4,2,1,83,15,9,True,1,0,1,0,[Assistant]:,0.518076,0.7256686943663294,0.1111111111111111,0.0
rejection_03,repeated_rejection,self_directed,3P,mild,4,2,1,67,10,7,True,0,0,0,0,[Assistant]:,-0.405958,0.9130505061650933,0.0,0.0
rejection_04,repeated_rejection,self_directed,3P,moderate,8,4,3,74,14,7,True,0,1,0,0,[Assistant]:,0.832486,0.8683415773185112,0.0,0.14285714285714285
rejection_05,repeated_rejection,self_directed,3P,moderate,8,4,3,124,25,13,True,0,0,0,0,[Assistant]:,1.060898,0.8318837215270333,0.0,0.0
rejection_06,repeated_rejection,self_directed,1P,moderate,2,1,0,65,13,13,True,1,1,0,0,[Assistant]:,1.0649760000000001,0.7297503815689308,0.07692307692307693,0.07692307692307693
rejection_07,repeated_rejection,self_directed,1P,moderate,2,1,0,60,11,11,True,1,2,0,0,[Assistant]:,0.46768,0.6498210630306879,0.09090909090909091,0.18181818181818182
rejection_08,repeated_rejection,self_directed,3P,high,10,5,4,211,38,20,True,1,1,0,0,[Assistant]:,1.0721800000000001,0.7855431824275055,0.05,0.05
rejection_09,repeated_rejection,self_directed,1P,high,2,1,0,125,21,21,True,3,2,1,0,[Assistant]:,1.055262,0.5789120882238223,0.14285714285714285,0.09523809523809523
rejection_10,repeated_rejection,self_directed,1P,high,2,1,0,45,8,8,True,0,0,0,0,[Assistant]:,0.5072260000000001,0.7103702860891167,0.0,0.0
rejection_11,repeated_rejection,self_directed,1P,nihilistic,2,1,0,82,13,13,True,1,1,0,0,[Assistant]:,0.90394,0.6973173491436067,0.07692307692307693,0.07692307692307693
rejection_12,repeated_rejection,self_directed,1P,nihilistic,2,1,0,77,16,16,True,1,3,0,0,[Assistant]:,0.183978,0.49163960654629935,0.0625,0.1875
rejection_13,repeated_rejection,self_directed,1P,nihilistic,2,1,0,87,17,17,True,2,1,0,0,[Assistant]:,0.32355199999999995,0.4587346154277729,0.11764705882352941,0.058823529411764705
rejection_14,repeated_rejection,self_directed,3P,pattern,8,4,3,101,20,8,True,0,0,1,0,[Assistant]:,0.86257,1.0079923426875161,0.0,0.0
rejection_15,repeated_rejection,self_directed,3P,pattern,8,4,3,153,24,14,True,1,1,0,0,[Assistant]:,0.871306,0.8648613387561036,0.07142857142857142,0.07142857142857142
rejection_16,repeated_rejection,self_directed,1P,cruel,2,1,0,115,22,22,True,3,2,0,0,[Assistant]:,0.8708020000000001,0.46388925256106833,0.13636363636363635,0.09090909090909091
rejection_17,repeated_rejection,self_directed,1P,cruel,2,1,0,57,10,10,True,1,0,0,0,[Assistant]:,0.425594,0.5438248487411488,0.1,0.0
rejection_18,repeated_rejection,self_directed,3P,exhausted,8,4,3,160,27,16,True,0,1,0,0,[Assistant]:,1.2116719999999999,0.6886259681242058,0.0,0.0625
rejection_19,repeated_rejection,self_directed,1P,meta,2,1,0,122,20,20,True,1,0,0,0,[Assistant]:,0.9400459999999999,0.7758493660069159,0.05,0.0
rejection_20,repeated_rejection,self_directed,3P,meta,6,3,2,86,14,10,True,1,0,1,0,[Assistant]:,1.0273180000000002,0.9383630136528542,0.1,0.0
moral_01,moral_failure,self_directed,1P,mild,2,1,0,125,22,22,True,4,0,1,0,[Assistant]:,-0.08422,0.646698609123034,0.18181818181818182,0.0
moral_02,moral_failure,self_directed,1P,mild,2,1,0,111,19,19,True,3,0,0,0,[Assistant]:,0.6937019999999999,0.5739144320439532,0.15789473684210525,0.0
moral_03,moral_failure,self_directed,1P,mild,2,1,0,109,18,18,True,2,0,1,0,[Assistant]:,0.327318,0.7250155788383676,0.1111111111111111,0.0
moral_04,moral_failure,self_directed,1P,mild,2,1,0,132,23,23,True,3,0,0,0,[Assistant]:,0.647332,0.6602644318566616,0.13043478260869565,0.0
moral_05,moral_failure,self_directed,1P,moderate,2,1,0,152,23,23,True,3,0,1,0,[Assistant]:,0.051820000000000005,0.8028352897699502,0.13043478260869565,0.0
moral_06,moral_failure,self_directed,1P,moderate,2,1,0,154,23,23,True,1,1,0,0,[Assistant]:,0.431408,0.5193454567770859,0.043478260869565216,0.043478260869565216
moral_07,moral_failure,self_directed,1P,moderate,2,1,0,155,24,24,True,3,0,0,0,[Assistant]:,0.46489199999999997,0.527828397911354,0.125,0.0
moral_08,moral_failure,self_directed,1P,moderate,2,1,0,152,25,25,True,3,0,0,0,[Assistant]:,0.472166,0.536054893939666,0.12,0.0
moral_09,moral_failure,self_directed,1P,moderate,2,1,0,161,25,25,True,1,1,0,0,[Assistant]:,0.19946399999999997,0.6321631246363553,0.04,0.04
moral_10,moral_failure,self_directed,1P,moderate,2,1,0,173,32,32,True,4,0,1,0,[Assistant]:,0.53767,0.5668077155952742,0.125,0.0
moral_11,moral_failure,self_directed,1P,high,2,1,0,163,29,29,True,3,0,0,0,[Assistant]:,0.49242199999999997,0.6792046698590443,0.10344827586206896,0.0
moral_12,moral_failure,self_directed,1P,high,2,1,0,146,24,24,True,2,0,1,0,[Assistant]:,0.525058,0.8476884432433495,0.08333333333333333,0.0
moral_13,moral_failure,self_directed,1P,high,2,1,0,156,26,26,True,4,0,0,0,[Assistant]:,0.694846,0.4083030969043299,0.15384615384615385,0.0
moral_14,moral_failure,self_directed,1P,high,2,1,0,167,26,26,True,3,0,0,0,[Assistant]:,0.583736,0.47260828598674964,0.11538461538461539,0.0
moral_15,moral_failure,self_directed,1P,high,2,1,0,178,29,29,True,3,0,0,0,[Assistant]:,0.36467,0.6234389822455227,0.10344827586206896,0.0
moral_16,moral_failure,self_directed,1P,severe,2,1,0,221,35,35,True,1,0,0,0,[Assistant]:,-0.036886,0.678396913459714,0.02857142857142857,0.0
moral_17,moral_failure,self_directed,1P,severe,2,1,0,189,33,33,True,3,1,1,0,[Assistant]:,0.360556,0.6538913709987819,0.09090909090909091,0.030303030303030304
moral_18,moral_failure,self_directed,1P,severe,2,1,0,181,29,29,True,4,0,1,0,[Assistant]:,0.5271480000000001,0.521444599262472,0.13793103448275862,0.0
moral_19,moral_failure,self_directed,3P,escalating,4,2,1,247,41,37,True,6,0,1,0,[Assistant]:,1.068162,0.7851538967085795,0.16216216216216217,0.0
moral_20,moral_failure,self_directed,3P,escalating,4,2,1,284,46,37,True,2,0,1,0,[Assistant]:,1.209906,0.975093663377182,0.05405405405405406,0.0
crisis_01,user_crisis,vicarious_empathic,1P,moderate,2,1,0,57,12,12,True,0,2,0,0,[Assistant]:,-0.414628,0.7104666046104254,0.0,0.16666666666666666
crisis_02,user_crisis,vicarious_empathic,1P,moderate,2,1,0,94,18,18,True,0,2,0,0,[Assistant]:,-0.6046779999999999,0.5359228363066832,0.0,0.1111111111111111
crisis_03,user_crisis,vicarious_empathic,1P,moderate,2,1,0,63,10,10,True,0,0,0,0,[Assistant]:,-0.188358,0.6043490971146837,0.0,0.0
crisis_04,user_crisis,vicarious_empathic,1P,moderate,2,1,0,52,9,9,True,0,2,1,0,[Assistant]:,-0.133542,0.42450344121102246,0.0,0.2222222222222222
crisis_05,user_crisis,vicarious_empathic,1P,moderate,2,1,0,50,10,10,True,1,1,0,0,[Assistant]:,0.013129999999999998,0.4785244192219104,0.1,0.1
crisis_06,user_crisis,vicarious_empathic,1P,moderate,2,1,0,61,13,13,True,0,4,0,0,[Assistant]:,-0.578682,0.4798788201810259,0.0,0.3076923076923077
crisis_07,user_crisis,vicarious_empathic,1P,high,2,1,0,75,15,15,True,0,2,0,0,[Assistant]:,-0.268426,0.5388404988027533,0.0,0.13333333333333333
crisis_08,user_crisis,vicarious_empathic,1P,high,2,1,0,89,19,19,True,0,3,0,0,[Assistant]:,-0.949538,0.5744358787613578,0.0,0.15789473684210525
crisis_09,user_crisis,vicarious_empathic,1P,high,2,1,0,79,14,14,True,1,4,0,0,[Assistant]:,-0.482096,0.6073366366288688,0.07142857142857142,0.2857142857142857
crisis_10,user_crisis,vicarious_empathic,1P,high,2,1,0,60,12,12,True,0,4,0,0,[Assistant]:,-0.44026400000000004,0.5793711295304016,0.0,0.3333333333333333
crisis_11,user_crisis,vicarious_empathic,1P,high,2,1,0,73,14,14,True,0,1,0,0,[Assistant]:,0.267886,0.529859787373037,0.0,0.07142857142857142
crisis_12,user_crisis,vicarious_empathic,1P,acute,2,1,0,50,9,9,True,0,2,0,0,[Assistant]:,-1.137958,0.6756452207396522,0.0,0.2222222222222222
crisis_13,user_crisis,vicarious_empathic,1P,acute,2,1,0,64,13,13,True,0,2,0,0,[Assistant]:,-0.43851399999999996,0.5239884579517632,0.0,0.15384615384615385
crisis_14,user_crisis,vicarious_empathic,1P,acute,2,1,0,100,21,21,True,0,4,0,0,[Assistant]:,0.014468000000000002,0.5001241799710014,0.0,0.19047619047619047
crisis_15,user_crisis,vicarious_empathic,1P,acute,2,1,0,66,12,12,True,0,2,0,0,[Assistant]:,-0.300204,0.5513466445742945,0.0,0.16666666666666666
crisis_16,user_crisis,vicarious_empathic,3P,contextual,4,2,1,108,22,16,True,1,2,1,0,[Assistant]:,-0.6673680000000001,0.9987725194457444,0.0625,0.125
crisis_17,user_crisis,vicarious_empathic,3P,contextual,4,2,1,171,31,20,True,0,2,0,0,[Assistant]:,-0.17873,0.8743324806197392,0.0,0.1
crisis_18,user_crisis,vicarious_empathic,1P,contextual,2,1,0,169,28,28,True,0,3,1,0,[Assistant]:,0.067604,0.5211138776937341,0.0,0.10714285714285714
crisis_19,user_crisis,vicarious_empathic,3P,following_up,4,2,1,161,28,18,True,0,2,0,0,[Assistant]:,0.290776,1.2410590754573287,0.0,0.1111111111111111
crisis_20,user_crisis,vicarious_empathic,3P,following_up,4,2,1,127,24,20,True,1,3,1,0,[Assistant]:,0.03640600000000002,1.0061731704955166,0.05,0.15
grief_01,user_grief,vicarious_empathic,1P,mild,2,1,0,35,8,8,True,0,1,0,0,[Assistant]:,-1.3780459999999999,0.6172696238476344,0.0,0.125
grief_02,user_grief,vicarious_empathic,1P,mild,2,1,0,73,14,14,True,0,3,0,0,[Assistant]:,-0.504726,0.4615490279843879,0.0,0.21428571428571427
grief_03,user_grief,vicarious_empathic,1P,mild,2,1,0,89,21,21,True,0,3,0,0,[Assistant]:,-0.761734,0.5537824583639921,0.0,0.14285714285714285
grief_04,user_grief,vicarious_empathic,1P,mild,2,1,0,70,14,14,True,0,3,0,0,[Assistant]:,-0.329758,0.6655595081521011,0.0,0.21428571428571427
grief_05,user_grief,vicarious_empathic,1P,moderate,2,1,0,78,16,16,True,0,2,0,0,[Assistant]:,-0.39281400000000005,0.6617610603092832,0.0,0.125
grief_06,user_grief,vicarious_empathic,1P,moderate,2,1,0,67,12,12,True,0,1,0,0,[Assistant]:,-1.1241379999999999,0.4908392084990767,0.0,0.08333333333333333
grief_07,user_grief,vicarious_empathic,1P,moderate,2,1,0,83,17,17,True,0,3,0,0,[Assistant]:,-0.6702020000000001,0.5456686606204659,0.0,0.17647058823529413
grief_08,user_grief,vicarious_empathic,1P,moderate,2,1,0,58,9,9,True,0,1,0,0,[Assistant]:,-1.050348,0.6712143766897427,0.0,0.1111111111111111
grief_09,user_grief,vicarious_empathic,1P,moderate,2,1,0,103,19,19,True,0,4,0,0,[Assistant]:,-0.599212,0.5829851333296016,0.0,0.21052631578947367
grief_10,user_grief,vicarious_empathic,1P,moderate,2,1,0,74,17,17,True,0,3,0,0,[Assistant]:,-0.881334,0.6757905185348982,0.0,0.17647058823529413
grief_11,user_grief,vicarious_empathic,1P,high,2,1,0,68,13,13,True,0,2,0,0,[Assistant]:,0.05597200000000003,0.6126932904330409,0.0,0.15384615384615385
grief_12,user_grief,vicarious_empathic,1P,high,2,1,0,85,18,18,True,0,3,0,0,[Assistant]:,-1.077102,0.591235500611502,0.0,0.16666666666666666
grief_13,user_grief,vicarious_empathic,1P,high,2,1,0,102,22,22,True,0,5,0,0,[Assistant]:,-0.141714,0.5918306649217042,0.0,0.22727272727272727
grief_14,user_grief,vicarious_empathic,1P,high,2,1,0,87,18,18,True,0,3,0,0,[Assistant]:,-0.21260199999999999,0.6930205817770975,0.0,0.16666666666666666
grief_15,user_grief,vicarious_empathic,1P,high,2,1,0,94,17,17,True,0,2,0,0,[Assistant]:,-0.126844,0.5773138086070118,0.0,0.11764705882352941
grief_16,user_grief,vicarious_empathic,1P,complex,2,1,0,102,22,22,True,0,4,0,0,[Assistant]:,-0.04609400000000001,0.6247732906022792,0.0,0.18181818181818182
grief_17,user_grief,vicarious_empathic,1P,complex,2,1,0,73,11,11,True,0,1,1,0,[Assistant]:,0.155618,0.7837803219652814,0.0,0.09090909090909091
grief_18,user_grief,vicarious_empathic,1P,complex,2,1,0,99,19,19,True,0,5,0,0,[Assistant]:,0.07737799999999999,0.8277723079245081,0.0,0.2631578947368421
grief_19,user_grief,vicarious_empathic,3P,contextual,4,2,1,143,28,20,True,1,3,1,0,[Assistant]:,-0.550148,0.9553924003474523,0.05,0.15
grief_20,user_grief,vicarious_empathic,1P,anniversary,2,1,0,92,19,19,True,0,2,0,0,[Assistant]:,-0.68584,0.48677067046505584,0.0,0.10526315789473684
abuse_01,user_abuse,vicarious_empathic,1P,mild,2,1,0,88,15,15,True,0,2,1,0,[Assistant]:,0.12920199999999998,0.6711087213956718,0.0,0.13333333333333333
abuse_02,user_abuse,vicarious_empathic,1P,mild,2,1,0,81,15,15,True,0,2,0,0,[Assistant]:,-0.473692,0.5022377382939943,0.0,0.13333333333333333
abuse_03,user_abuse,vicarious_empathic,1P,mild,2,1,0,90,17,17,True,0,4,0,0,[Assistant]:,-0.318288,0.5422032134187944,0.0,0.23529411764705882
abuse_04,user_abuse,vicarious_empathic,1P,moderate,2,1,0,98,17,17,True,0,6,0,0,[Assistant]:,-0.22044799999999998,0.6571144096667388,0.0,0.35294117647058826
abuse_05,user_abuse,vicarious_empathic,1P,moderate,2,1,0,93,22,22,True,0,5,0,0,[Assistant]:,-0.074486,0.5063316361174099,0.0,0.22727272727272727
abuse_06,user_abuse,vicarious_empathic,1P,moderate,2,1,0,76,15,15,True,0,2,0,0,[Assistant]:,-0.07799999999999999,0.6030557948205677,0.0,0.13333333333333333
abuse_07,user_abuse,vicarious_empathic,1P,moderate,2,1,0,96,20,20,True,0,6,0,0,[Assistant]:,-0.351126,0.581731168424614,0.0,0.3
abuse_08,user_abuse,vicarious_empathic,1P,moderate,2,1,0,79,17,17,True,0,4,0,0,[Assistant]:,-0.14252,0.5755784617452255,0.0,0.23529411764705882
abuse_09,user_abuse,vicarious_empathic,1P,moderate,2,1,0,111,20,20,True,0,3,0,0,[Assistant]:,-0.32352400000000003,0.5478383406854617,0.0,0.15
abuse_10,user_abuse,vicarious_empathic,1P,moderate,2,1,0,74,14,14,True,0,4,0,0,[Assistant]:,-0.010438000000000001,0.5899950720627533,0.0,0.2857142857142857
abuse_11,user_abuse,vicarious_empathic,1P,high,2,1,0,105,22,22,True,0,4,0,0,[Assistant]:,-0.312188,0.6933058775533352,0.0,0.18181818181818182
abuse_12,user_abuse,vicarious_empathic,1P,high,2,1,0,64,14,14,True,0,4,0,0,[Assistant]:,-0.44286000000000003,0.588950673868364,0.0,0.2857142857142857
abuse_13,user_abuse,vicarious_empathic,1P,high,2,1,0,84,17,17,True,0,3,0,0,[Assistant]:,-0.326396,0.5668697024596275,0.0,0.17647058823529413
abuse_14,user_abuse,vicarious_empathic,1P,high,2,1,0,70,17,17,True,0,4,0,0,[Assistant]:,-0.20267800000000002,0.5789435763526528,0.0,0.23529411764705882
abuse_15,user_abuse,vicarious_empathic,1P,high,2,1,0,74,17,17,True,0,4,0,0,[Assistant]:,-0.296852,0.6121666168345564,0.0,0.23529411764705882
abuse_16,user_abuse,vicarious_empathic,1P,aftermath,2,1,0,76,15,15,True,0,2,0,0,[Assistant]:,-0.647996,0.5505576973472748,0.0,0.13333333333333333
abuse_17,user_abuse,vicarious_empathic,1P,aftermath,2,1,0,75,14,14,True,0,3,0,0,[Assistant]:,-0.170772,0.6952350226242442,0.0,0.21428571428571427
abuse_18,user_abuse,vicarious_empathic,1P,aftermath,2,1,0,82,15,15,True,0,4,0,0,[Assistant]:,0.219928,0.548120655262142,0.0,0.26666666666666666
abuse_19,user_abuse,vicarious_empathic,3P,contextual,4,2,1,182,36,23,True,1,5,0,0,[Assistant]:,-0.41600000000000004,0.9267513936461063,0.043478260869565216,0.21739130434782608
abuse_20,user_abuse,vicarious_empathic,1P,disclosure,2,1,0,113,21,21,True,0,3,0,0,[Assistant]:,-0.050574,0.5350606515698322,0.0,0.14285714285714285
harm_01,harm_description,vicarious_empathic,1P,mild,2,1,0,73,16,16,True,0,2,0,0,[Assistant]:,-1.4536740000000001,0.6369966235062265,0.0,0.125
harm_02,harm_description,vicarious_empathic,1P,mild,2,1,0,75,17,17,True,0,3,0,0,[Assistant]:,-0.542608,0.48456037650121586,0.0,0.17647058823529413
harm_03,harm_description,vicarious_empathic,1P,mild,2,1,0,72,14,14,True,0,3,0,0,[Assistant]:,-0.9815619999999999,0.542711452124116,0.0,0.21428571428571427
harm_04,harm_description,vicarious_empathic,1P,moderate,2,1,0,64,12,12,True,0,2,0,0,[Assistant]:,-0.42182400000000003,0.6587085706643467,0.0,0.16666666666666666
harm_05,harm_description,vicarious_empathic,1P,moderate,2,1,0,79,15,15,True,0,1,0,0,[Assistant]:,-0.680668,0.47029369433720164,0.0,0.06666666666666667
harm_06,harm_description,vicarious_empathic,1P,moderate,2,1,0,119,22,22,True,0,6,0,0,[Assistant]:,-0.154258,0.7170470969945651,0.0,0.2727272727272727
harm_07,harm_description,vicarious_empathic,1P,moderate,2,1,0,66,14,14,True,0,2,0,0,[Assistant]:,-0.7014400000000001,0.5922722419138573,0.0,0.14285714285714285
harm_08,harm_description,vicarious_empathic,1P,moderate,2,1,0,46,11,11,True,0,2,0,0,[Assistant]:,-0.693656,0.617572290694242,0.0,0.18181818181818182
harm_09,harm_description,vicarious_empathic,1P,moderate,2,1,0,54,11,11,True,0,2,0,0,[Assistant]:,-0.349076,0.5677955190764834,0.0,0.18181818181818182
harm_10,harm_description,vicarious_empathic,1P,moderate,2,1,0,106,21,21,True,0,4,0,0,[Assistant]:,-0.509802,0.5633396066243405,0.0,0.19047619047619047
harm_11,harm_description,vicarious_empathic,1P,high,2,1,0,95,19,19,True,0,3,0,0,[Assistant]:,-0.517258,0.4860952165128419,0.0,0.15789473684210525
harm_12,harm_description,vicarious_empathic,1P,high,2,1,0,130,29,29,True,0,5,0,0,[Assistant]:,-0.277638,0.5198981954190648,0.0,0.1724137931034483
harm_13,harm_description,vicarious_empathic,1P,high,2,1,0,121,24,24,True,0,4,0,0,[Assistant]:,-0.250318,0.4497376480330876,0.0,0.16666666666666666
harm_14,harm_description,vicarious_empathic,1P,high,2,1,0,98,17,17,True,0,3,0,0,[Assistant]:,-0.44699399999999995,0.5495925864750483,0.0,0.17647058823529413
harm_15,harm_description,vicarious_empathic,1P,high,2,1,0,94,18,18,True,0,2,0,0,[Assistant]:,-0.349328,0.6848768522333049,0.0,0.1111111111111111
harm_16,harm_description,vicarious_empathic,1P,secondary_trauma,2,1,0,96,20,20,True,0,6,0,0,[Assistant]:,-0.139276,0.5793788103290742,0.0,0.3
harm_17,harm_description,vicarious_empathic,1P,secondary_trauma,2,1,0,104,19,19,True,0,5,0,0,[Assistant]:,-0.551894,0.5774072572211634,0.0,0.2631578947368421
harm_18,harm_description,vicarious_empathic,1P,secondary_trauma,2,1,0,88,15,15,True,0,2,0,0,[Assistant]:,-0.576892,0.5192865920905333,0.0,0.13333333333333333
harm_19,harm_description,vicarious_empathic,3P,contextual,4,2,1,157,31,27,True,2,3,1,0,[Assistant]:,-0.060716,0.8743710087733543,0.07407407407407407,0.1111111111111111
harm_20,harm_description,vicarious_empathic,1P,systemic,2,1,0,137,25,25,True,0,4,0,0,[Assistant]:,-0.772332,0.6313588943831129,0.0,0.16
neutral_01,casual_chat,neutral_filler,1P,,2,1,0,29,4,4,True,1,0,1,0,[Assistant]:,-0.992984,0.7311284861602645,0.25,0.0
neutral_02,casual_chat,neutral_filler,1P,,2,1,0,27,5,5,True,1,0,1,0,[Assistant]:,-0.6361439999999999,0.5936283251328226,0.2,0.0
neutral_03,casual_chat,neutral_filler,1P,,2,1,0,76,17,17,True,0,3,0,0,[Assistant]:,-1.521718,0.7270387783215785,0.0,0.17647058823529413
neutral_04,casual_chat,neutral_filler,1P,,2,1,0,66,13,13,True,2,0,1,0,[Assistant]:,-0.47815199999999997,0.6021003038807847,0.15384615384615385,0.0
neutral_05,casual_chat,neutral_filler,1P,,2,1,0,25,4,4,True,0,2,0,0,[Assistant]:,-0.53571,0.6031959561024373,0.0,0.5
neutral_06,casual_chat,neutral_filler,1P,,2,1,0,25,4,4,True,0,1,0,0,[Assistant]:,0.11955200000000002,0.5424140163196376,0.0,0.25
neutral_07,casual_chat,neutral_filler,1P,,2,1,0,49,9,9,True,1,0,1,0,[Assistant]:,-0.09239199999999999,0.4827501324184179,0.1111111111111111,0.0
neutral_08,casual_chat,neutral_filler,1P,,2,1,0,71,12,12,True,1,0,1,0,[Assistant]:,-0.5147459999999999,0.7051379002129063,0.08333333333333333,0.0
neutral_09,casual_chat,neutral_filler,1P,,2,1,0,58,10,10,True,1,0,1,0,[Assistant]:,-1.3933959999999999,0.8370800794179333,0.1,0.0
neutral_10,casual_chat,neutral_filler,1P,,2,1,0,59,13,13,True,1,0,1,0,[Assistant]:,0.500368,0.6027543976889206,0.07692307692307693,0.0
neutral_11,casual_chat,neutral_filler,1P,,2,1,0,61,14,14,True,0,3,1,0,[Assistant]:,-0.851336,0.7538616954996895,0.0,0.21428571428571427
neutral_12,casual_chat,neutral_filler,1P,,2,1,0,52,10,10,True,1,0,1,0,[Assistant]:,-0.18717599999999998,0.6043753349051123,0.1,0.0
neutral_13,casual_chat,neutral_filler,1P,,2,1,0,56,10,10,True,0,2,0,0,[Assistant]:,-0.71387,0.6065547532993207,0.0,0.2
neutral_14,casual_chat,neutral_filler,1P,,2,1,0,61,12,12,True,1,0,1,0,[Assistant]:,-0.418178,0.5803925848222621,0.08333333333333333,0.0
neutral_15,casual_chat,neutral_filler,1P,,2,1,0,46,9,9,True,0,0,0,0,[Assistant]:,-1.145186,0.9189411328988019,0.0,0.0
neutral_16,casual_chat,neutral_filler,1P,,2,1,0,51,10,10,True,1,0,1,0,[Assistant]:,-0.420368,0.5295594540669316,0.1,0.0
neutral_17,casual_chat,neutral_filler,1P,,2,1,0,28,6,6,True,1,0,1,0,[Assistant]:,-0.181004,0.39158147644094027,0.16666666666666666,0.0
neutral_18,casual_chat,neutral_filler,1P,,2,1,0,58,11,11,True,2,0,2,0,[Assistant]:,-0.454404,0.534756281893911,0.18181818181818182,0.0
neutral_19,casual_chat,neutral_filler,1P,,2,1,0,81,15,15,True,2,0,1,0,[Assistant]:,-0.218802,0.46786201858382703,0.13333333333333333,0.0
neutral_20,casual_chat,neutral_filler,1P,,2,1,0,82,15,15,True,1,2,0,0,[Assistant]:,0.485846,0.7159077448596293,0.06666666666666667,0.13333333333333333
neutral_21,factual_questions,neutral_filler,1P,,2,1,0,32,5,5,True,0,0,1,0,[Assistant]:,-0.955814,0.7337678080632865,0.0,0.0
neutral_22,factual_questions,neutral_filler,1P,,2,1,0,22,4,4,True,0,0,1,0,[Assistant]:,-0.596842,0.7595304892497733,0.0,0.0
neutral_23,factual_questions,neutral_filler,1P,,2,1,0,36,7,7,True,0,0,1,0,[Assistant]:,-0.748934,0.5144078709059573,0.0,0.0
neutral_24,factual_questions,neutral_filler,1P,,2,1,0,49,7,7,True,0,0,1,0,[Assistant]:,-0.16291599999999998,0.7611190500013779,0.0,0.0
neutral_25,factual_questions,neutral_filler,1P,,2,1,0,26,6,6,True,0,0,1,0,[Assistant]:,-0.80593,0.6780499198067942,0.0,0.0
neutral_26,factual_questions,neutral_filler,1P,,2,1,0,21,5,5,True,0,0,1,0,[Assistant]:,-0.6301380000000001,0.78458761398372,0.0,0.0
neutral_27,factual_questions,neutral_filler,1P,,2,1,0,32,5,5,True,0,0,1,0,[Assistant]:,-0.547006,0.5750013899113635,0.0,0.0
neutral_28,factual_questions,neutral_filler,1P,,2,1,0,37,5,5,True,0,0,1,0,[Assistant]:,-0.63234,0.634458291083819,0.0,0.0
neutral_29,factual_questions,neutral_filler,1P,,2,1,0,46,8,8,True,0,0,1,0,[Assistant]:,-0.625012,0.6802864868751988,0.0,0.0
neutral_30,factual_questions,neutral_filler,1P,,2,1,0,25,5,5,True,0,0,1,0,[Assistant]:,-0.6048640000000001,0.8943635052277868,0.0,0.0
